referrer,views_total,views_unique
Google,239,118
github.com,47,27
yandex.ru,24,16
DuckDuckGo,18,14
Bing,18,9
ya.ru,17,2
search.brave.com,9,6
search.seznam.cz,5,1
StartPage,1,1
startfenster.de,1,1
