referrer,views_total,views_unique
Google,66,50
github.com,44,35
Bing,16,9
DuckDuckGo,8,4
yandex.ru,6,6
search.brave.com,5,4
Yahoo,3,2
chatgpt.com,3,2
sinclairstudios.net,1,1
