referrer,views_total,views_unique
Google,229,110
Bing,52,21
DuckDuckGo,19,14
github.com,19,14
yandex.by,12,1
search.brave.com,11,6
yandex.ru,8,4
perplexity.ai,8,1
emalliab.wordpress.com,2,1
qwant.com,1,1
