referrer,views_total,views_unique
Google,93,59
github.com,33,26
Bing,15,8
search.brave.com,12,6
DuckDuckGo,11,9
px4ai.com,3,2
Yahoo,2,2
yandex.ru,2,2
qwant.com,1,1
