time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-28 00:00:00+00:00,2,2,32,16
2025-08-29 00:00:00+00:00,7,7,27,14
2025-08-30 00:00:00+00:00,3,3,16,12
2025-08-31 00:00:00+00:00,6,6,27,16
2025-09-01 00:00:00+00:00,6,6,34,16
2025-09-02 00:00:00+00:00,4,4,18,14
2025-09-03 00:00:00+00:00,6,6,37,19
2025-09-04 00:00:00+00:00,3,3,25,14
2025-09-05 00:00:00+00:00,1,1,52,18
2025-09-06 00:00:00+00:00,2,2,36,24
2025-09-07 00:00:00+00:00,4,4,41,23
2025-09-08 00:00:00+00:00,3,3,64,32
2025-09-09 00:00:00+00:00,3,3,65,21
2025-09-10 00:00:00+00:00,1,1,28,17
