time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-15 00:00:00+00:00,2,2,35,22
2025-09-16 00:00:00+00:00,8,6,55,29
2025-09-17 00:00:00+00:00,7,5,36,23
2025-09-18 00:00:00+00:00,5,5,33,22
2025-09-19 00:00:00+00:00,3,3,46,18
2025-09-20 00:00:00+00:00,9,5,25,16
2025-09-21 00:00:00+00:00,4,4,39,22
2025-09-22 00:00:00+00:00,2,2,71,30
2025-09-23 00:00:00+00:00,4,4,38,21
2025-09-24 00:00:00+00:00,1,1,24,18
2025-09-25 00:00:00+00:00,3,3,98,19
2025-09-26 00:00:00+00:00,1,1,36,24
2025-09-27 00:00:00+00:00,1,1,47,20
2025-09-28 00:00:00+00:00,1,1,43,19
