referrer,views_total,views_unique
Google,121,61
github.com,54,39
Bing,34,14
DuckDuckGo,11,6
chatgpt.com,10,4
search.brave.com,6,4
yandex.ru,3,3
Yahoo,2,2
px4ai.com,2,1
qwant.com,2,1
