referrer,views_total,views_unique
Google,192,103
Bing,58,18
github.com,29,17
DuckDuckGo,21,14
yandex.ru,15,6
search.brave.com,10,5
Yahoo,9,4
nextgeeker.com,2,1
chatgpt.com,1,1
perplexity.ai,1,1
