referrer,views_total,views_unique
Google,101,62
github.com,32,27
Bing,18,10
search.brave.com,15,8
DuckDuckGo,9,7
yandex.ru,8,3
px4ai.com,3,2
Yahoo,1,1
qwant.com,1,1
