referrer,views_total,views_unique
Google,115,62
Bing,53,21
github.com,44,31
DuckDuckGo,10,5
px4ai.com,3,2
vctec.co.kr,3,1
Yahoo,2,2
search.brave.com,2,2
yandex.ru,2,2
chatgpt.com,1,1
