referrer,views_total,views_unique
Google,195,105
Bing,61,19
github.com,28,16
DuckDuckGo,19,12
yandex.ru,18,6
search.brave.com,9,5
Yahoo,9,4
nextgeeker.com,2,1
chatgpt.com,1,1
perplexity.ai,1,1
