referrer,views_total,views_unique
Google,233,116
Bing,48,23
github.com,17,11
DuckDuckGo,14,10
search.brave.com,13,7
chatgpt.com,6,2
yandex.ru,5,4
perplexity.ai,4,1
emalliab.wordpress.com,2,1
px4ai.com,1,1
