referrer,views_total,views_unique
Google,87,49
github.com,41,28
Bing,39,20
yandex.ru,8,5
DuckDuckGo,7,5
search.brave.com,6,4
Yahoo,6,2
vctec.co.kr,3,1
chatgpt.com,1,1
px4ai.com,1,1
