referrer,views_total,views_unique
Google,124,71
Bing,33,14
github.com,23,18
DuckDuckGo,17,8
search.brave.com,16,5
chatgpt.com,3,2
Yahoo,3,1
ecosia.org,3,1
yandex.ru,2,2
px4ai.com,1,1
