referrer,views_total,views_unique
Google,109,53
github.com,43,31
Bing,16,10
chatgpt.com,10,4
DuckDuckGo,9,6
search.brave.com,8,6
yandex.ru,7,4
qwant.com,2,1
Yahoo,1,1
yandex.by,1,1
