referrer,views_total,views_unique
Google,239,122
github.com,27,19
yandex.ru,22,13
Bing,18,11
DuckDuckGo,13,10
ya.ru,12,1
search.brave.com,9,6
search.seznam.cz,5,1
Yahoo,2,1
