referrer,views_total,views_unique
Google,234,111
github.com,47,26
Bing,47,24
yandex.ru,27,6
DuckDuckGo,20,14
search.brave.com,17,8
chatgpt.com,7,2
Yahoo,4,3
px4ai.com,2,2
perplexity.ai,2,1
