referrer,views_total,views_unique
Google,100,51
github.com,31,22
DuckDuckGo,12,9
Bing,9,7
yandex.ru,4,3
chatgpt.com,4,2
search.brave.com,3,3
px4ai.com,2,2
Yahoo,1,1
claude.ai,1,1
