referrer,views_total,views_unique
Google,120,56
github.com,50,36
Bing,18,12
DuckDuckGo,11,8
chatgpt.com,10,4
yandex.ru,8,5
search.brave.com,7,5
Yahoo,2,2
qwant.com,2,1
yandex.by,1,1
