referrer,views_total,views_unique
Google,207,109
Bing,69,22
yandex.ru,21,8
DuckDuckGo,20,13
github.com,19,13
search.brave.com,10,4
Yahoo,7,2
qwant.com,3,1
ya.ru,2,2
px4ai.com,2,1
