referrer,views_total,views_unique
Google,100,52
github.com,39,26
Bing,15,12
DuckDuckGo,13,9
search.brave.com,8,2
chatgpt.com,4,2
yandex.ru,3,3
Yahoo,1,1
claude.ai,1,1
px4ai.com,1,1
