referrer,views_total,views_unique
Google,190,99
Bing,69,23
github.com,38,24
DuckDuckGo,30,21
yandex.ru,16,6
search.brave.com,12,7
yandex.by,6,1
Yahoo,5,2
qwant.com,4,2
ya.ru,3,3
