referrer,views_total,views_unique
Google,70,38
github.com,30,21
Bing,26,16
DuckDuckGo,17,10
search.brave.com,5,5
Yahoo,3,1
github-cn.com,3,1
yandex.ru,2,2
px4ai.com,1,1
