time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-05 00:00:00+00:00,6,2,35,16
2026-01-06 00:00:00+00:00,9,6,28,15
2026-01-07 00:00:00+00:00,10,6,30,15
2026-01-08 00:00:00+00:00,7,3,28,15
2026-01-09 00:00:00+00:00,9,4,22,18
2026-01-10 00:00:00+00:00,12,7,30,20
2026-01-11 00:00:00+00:00,9,5,32,19
2026-01-12 00:00:00+00:00,19,10,40,23
2026-01-13 00:00:00+00:00,9,4,32,17
2026-01-14 00:00:00+00:00,17,8,35,22
2026-01-15 00:00:00+00:00,8,4,27,17
2026-01-16 00:00:00+00:00,12,4,29,17
2026-01-17 00:00:00+00:00,10,6,32,18
2026-01-18 00:00:00+00:00,14,6,46,22
