referrer,views_total,views_unique
Google,205,103
Bing,52,20
github.com,35,25
DuckDuckGo,25,19
yandex.by,12,1
yandex.ru,10,5
search.brave.com,7,5
perplexity.ai,6,1
qwant.com,4,2
ya.ru,2,2
