time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,13,5,24,6
2026-06-02 00:00:00+00:00,4,3,19,8
2026-06-03 00:00:00+00:00,2,2,9,7
2026-06-04 00:00:00+00:00,13,6,11,10
2026-06-05 00:00:00+00:00,7,4,16,9
2026-06-06 00:00:00+00:00,25,12,5,5
2026-06-07 00:00:00+00:00,17,6,26,15
2026-06-08 00:00:00+00:00,33,13,13,10
2026-06-09 00:00:00+00:00,12,5,16,10
2026-06-10 00:00:00+00:00,6,6,13,11
2026-06-11 00:00:00+00:00,13,6,6,5
2026-06-12 00:00:00+00:00,24,8,12,9
2026-06-13 00:00:00+00:00,21,7,5,5
2026-06-14 00:00:00+00:00,9,3,30,14
