referrer,views_total,views_unique
Google,186,102
Bing,69,22
github.com,36,23
DuckDuckGo,22,15
yandex.ru,13,6
search.brave.com,12,7
Yahoo,7,2
qwant.com,4,2
ya.ru,3,3
chatgpt.com,2,2
