referrer,views_total,views_unique
Google,85,49
github.com,25,24
search.brave.com,15,6
Bing,9,6
DuckDuckGo,8,5
yandex.ru,2,1
Yahoo,1,1
px4ai.com,1,1
qwant.com,1,1
