referrer,views_total,views_unique
Google,243,121
github.com,38,21
yandex.ru,22,13
Bing,19,11
DuckDuckGo,15,11
ya.ru,15,2
search.brave.com,8,5
search.seznam.cz,5,1
Yahoo,2,1
StartPage,1,1
