referrer,views_total,views_unique
Google,228,114
github.com,46,24
Bing,29,17
DuckDuckGo,16,13
yandex.ru,14,12
ya.ru,14,3
search.brave.com,8,4
StartPage,1,1
startfenster.de,1,1
yandex.com,1,1
